0	1	2	3	4	5
78.74534884	93.86162791	39.48178295	24.79186047	50.68333333	40.87713178
101.7686047	31.26472868	21.30348837	12.07868217	91.07093023	25.91589147
237.99898619999996	0.0	2.42751938	1.308643411	8.396511627999999	6.497286822
0.0	0.0	4.016666667	0.6613565889999999	5.179457364	8.551550387999999
1.0644573640000001	4.055426357	2.15620155	0.591589147	2.19496124	11.61356589
1.00244186	1.184612403	1.19624031	0.7505038759999999	7.19496124	7.15620155
0.04120155	0.878410853	1.014069767	0.831899225	1.010193798	2.27248062
1.401666667	2.122596899	0.0	0.0	0.7996124029999999	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.81251938	1.048953488	0.7505038759999999	0.46368217100000003	0.6807364340000001	1.0644573640000001
1.006317829	0.878410853	0.96755814	0.7776356590000001	0.924922481	0.9946899220000001
0.649728682	0.7388759690000001	0.49081395299999997	0.839651163	0.77375969	0.5528294570000001
0.479186047	0.7001162790000001	0.49081395299999997	0.7311240309999999	1.148449612	0.7311240309999999
1.486937984	0.727248062	0.81251938	2.04120155	3.2311240310000002	0.0
0.634224806	0.688488372	0.510193798	2.039922481	2.1148449609999997	0.50244186
0.5528294570000001	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.785387597	7.19624031	8.901666667	0.0
1.328023256	0.0	1.613565891	0.0	10.72209302	22.42751938
3.590310078	0.6807364340000001	0.9869379840000001	0.0	6.109689922	13.83918388
4.440426357	12.42751938	3.900387597	2.8086434110000003	4.830620155	0.0
7.0011627910000005	0.0	13.82286822	0.0	13.86162791	49.6755814
7.11744186	5.1652325580000005	10.06317829	1.785387597	3.033449612	17.23372093
1.8667829459999998	2.621317829	6.807364341	7.54379845	0.0	6.021821705
1.574806202	1.148449612	7.23372093	2.8538759689999997	0.0	1.846124031
4.638100775	1.187209302	1.691085271	1.342248062	3.742751938	0.0
5.529573642999999	0.614844961	0.0	0.746627907	1.506317829	3.2078682169999997
1.225968992	0.0	0.227248062	0.0	0.471434109	0.41329457399999997
0.0	0.0	0.0	0.0	0.0	0.432674419
0.0	0.0	0.932674419	0.0	0.0	1.613565891
0.0	0.0	0.944302326	0.50244186	0.471434109	5.870658915
0.0	0.0	0.0	0.0	1.381007752	0.335775194
2.35	1.448178295	0.138100775	0.0	0.0	0.0
1.649728682	0.331899225	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	3.5127906980000003	0.0
0.905542636	3.793139535	4.010193798	3.3189922480000003	2.735	0.0
45.29573643	0.0	0.905542636	0.993410853	1.342248062	4.287984496
