depth,file,threshold_l,threshold_u
0.05,./Sept12_Himages/C2/inf_DE2_stretch_5.png,200,10000
0.2,./Sept12_Himages/C2/inf_DE2_stretch_20.png,200,10000
0.37,./Sept12_Himages/C2/inf_DE2_stretch_37.png,200,10000
0.46,./Sept12_Himages/C2/inf_DE2_stretch_46.png,200,10000
0.61,./Sept12_Himages/C2/inf_DE2_stretch_61.png,200,10000
0.7,./Sept12_Himages/C2/inf_DE2_stretch_70.png,200,10000
